In |                                    stage                                          |
dex|     1|     2|     3|     4|     5|     6|     7|     8|     9|    10|    11|    12|
---+------+------+------+------+------+------+------+------+------+------+------+------+
0000  0.000  0.000  0.000 -0.571 -1.600  0.000 -0.486 -0.406 -1.777 -2.247 -3.192 -3.838 WWWWWWWW
0001  0.000  0.000 -0.750  0.000 -0.500  0.364  2.290  0.532 -0.284 -1.358 -0.675 -1.571 EWWWWWWW
0002  0.000  0.000  0.000  0.000  0.000  0.000  0.667  1.758  2.178  0.582 -0.354 -1.682 BWWWWWWW
0003  0.000  0.000  0.000  0.000  0.000  0.000 -0.500 -1.761 -1.704 -2.252 -3.311 -3.086 WEWWWWWW
0004  0.000  0.000 -1.857 -2.412 -0.494  0.397  0.966  0.816  0.474 -0.279 -1.175 -1.473 EEWWWWWW
0005  0.000  0.000  0.000  0.000  0.000  0.000  0.500  3.982  3.590  3.078  1.315 -0.490 BEWWWWWW
0006  0.000  0.000  0.000  0.000 -0.333 -0.667  0.250 -1.409 -2.096 -2.566 -2.222 -2.726 WBWWWWWW
0007  0.000  0.000  0.000  0.000  0.000  0.494 -1.493 -2.277 -2.366 -2.877 -2.998 -2.522 EBWWWWWW
0008  0.000  0.000  0.000  0.000  0.000 -0.667 -0.333  2.763  2.841  1.395  0.495 -1.017 BBWWWWWW
0009  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -1.833 -3.567 -4.630 -3.830 WWEWWWWW
0010  0.000  0.000  0.000  0.000  0.000  0.000  2.550  2.752  1.395 -2.031 -3.287 -2.475 EWEWWWWW
0011  0.000  0.000  0.000  0.000  0.000  0.000  0.000  1.500  2.917  3.667  1.488  2.500 BWEWWWWW
0012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.750 -3.600 -3.771 -2.274 WEEWWWWW
0013  0.000 -1.715 -0.970  1.177  0.867  0.439  0.402  0.108 -0.701 -2.110 -3.265 -1.590 EEEWWWWW
0014  0.000  0.000  0.000  0.000  0.000  0.000  1.250  3.300  3.225  1.533  1.517  1.500 BEEWWWWW
0015  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -2.000 -4.317 -3.541 WBEWWWWW
