In |                                    stage                                          |
dex|     1|     2|     3|     4|     5|     6|     7|     8|     9|    10|    11|    12|
---+------+------+------+------+------+------+------+------+------+------+------+------+
0000  0.000  0.000  0.000 -0.750  1.093  1.811  0.049 -0.128 -0.369 -0.907 -1.287 -2.998 WWWWWWWW
0001  0.000  0.000  0.000  2.400  3.531  2.680  1.978  1.793  0.683  0.575  0.227 -1.265 EWWWWWWW
0002  0.000  0.000  0.000  0.000  0.946  1.290  1.105  0.379  0.488  0.536  0.184 -1.061 BWWWWWWW
0003  0.000  0.000  0.000  0.000  0.000  0.000 -0.750  3.512  3.326  0.574 -0.381 -2.046 WEWWWWWW
0004  0.000  0.000  0.000  0.000  0.000  1.267  1.167  1.229  2.464  2.570  0.071 -1.849 EEWWWWWW
0005  0.000  0.000  0.000  0.000  0.000  0.667  1.500  3.978  3.136  0.982 -0.414 -1.093 BEWWWWWW
0006  0.000  0.000  0.000  0.000  0.805 -0.392 -1.671 -0.893 -0.825 -1.490 -2.179 -3.397 WBWWWWWW
0007  0.000  0.000  0.000  0.000  0.667 -0.412  0.273 -1.380 -1.198 -2.488 -3.317 -1.969 EBWWWWWW
0008  0.000  0.000  0.000  0.000  0.000  0.450 -1.297  0.848  0.340  0.175 -0.776 -2.153 BBWWWWWW
0009  0.000  0.000  0.000  0.000  0.000  2.000 -1.238  0.105  1.507  0.076 -0.705 -1.737 WWEWWWWW
0010  0.000  0.000  0.000  0.000 -0.500  0.667  2.000  1.357  2.242  1.694  3.190  2.217 EWEWWWWW
0011  0.000  0.000  0.000  0.000  0.000  0.000  0.500  1.500  0.900  0.764  2.521  0.824 BWEWWWWW
0012  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.667  1.500 -0.708 -0.851 -1.167 WEEWWWWW
0013  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.500  2.667  0.333  1.500  0.000 EEEWWWWW
0014  0.000  0.000  0.000  0.000  0.000  0.000  1.500  1.000 -0.750  0.500 -1.000  0.000 BEEWWWWW
0015  0.000  0.000  0.000  0.000  0.000  0.000 -1.467 -0.868 -1.220 -0.122  0.292 -1.782 WBEWWWWW
