In |                                    stage                                          |
dex|     1|     2|     3|     4|     5|     6|     7|     8|     9|    10|    11|    12|
---+------+------+------+------+------+------+------+------+------+------+------+------+
0000  0.000  0.000  0.000 -2.688 -4.200 -4.472 -4.420 -4.475 -4.606 -4.415 -4.204 -4.194 WWWWWWWW
0001  0.000  0.000  0.000  0.000  1.091  3.950  4.184  3.416  2.959  2.564  2.065  0.328 EWWWWWWW
0002  0.000  0.000  0.000  0.000  1.657  2.852  0.861  1.832  0.620  0.737  0.173 -2.060 BWWWWWWW
0003  0.000  0.000  0.000  0.000  0.242 -0.283  0.804  1.066  1.129  1.211  1.448  1.245 WEWWWWWW
0004  0.000  0.000  0.000  2.415  3.386  2.265  2.468  2.480  1.398  1.122  1.701  0.602 EEWWWWWW
0005  0.000  0.000  0.000  0.000  1.371  2.825  1.662  2.879  2.289  1.935  2.475  1.479 BEWWWWWW
0006  0.000  0.000  0.000 -0.750  1.092 -2.171 -2.457 -1.538 -1.355 -0.969 -1.657 -2.684 WBWWWWWW
0007  0.000  0.000  0.000  0.000  0.000 -0.667  1.500  1.150 -2.060 -0.539 -0.156 -1.580 EBWWWWWW
0008  0.000  0.000  0.000  0.000  0.000  1.673  0.408  1.429  1.506  0.928 -0.146 -1.949 BBWWWWWW
0009  0.000  0.000  0.000 -1.500 -1.667 -3.841 -3.395 -3.278 -3.231 -2.419 -1.818 -1.435 WWEWWWWW
0010  0.000  0.000  0.000  0.750  2.333  1.552  1.710  2.794  2.851  1.638  2.364  0.429 EWEWWWWW
0011  0.000  0.000  0.000  1.500  1.417  1.510  2.511  2.888  2.448  1.398  0.806  0.762 BWEWWWWW
0012  0.000  0.000  0.000 -0.750 -2.367 -2.630 -1.859 -2.380 -2.169 -1.405 -0.816 -0.041 WEEWWWWW
0013  0.000  0.000  1.000  4.021  2.885  3.159  3.237  2.527  2.489  2.346  2.326  0.933 EEEWWWWW
0014  0.000  0.000  0.000  0.000 -1.250 -0.538 -0.357 -0.071  0.574  0.800  0.156 -0.813 BEEWWWWW
0015  0.000  0.000  0.000  0.000  0.000 -2.083 -2.267 -4.362 -4.297 -3.487 -2.873 -2.179 WBEWWWWW
0016  0.000  0.000  0.000  0.000  0.000  3.222  4.667  1.292  3.605  3.276  2.902  1.027 EBEWWWWW
0017  0.000  0.000  0.000  0.000  0.000  0.000  1.333  1.637  2.260  1.841  1.867  1.108 BBEWWWWW
0018  0.000  0.000  0.000 -0.750 -3.850 -4.351 -3.771 -3.917 -3.871 -3.567 -3.298 -3.196 WWBWWWWW
0019  0.000  0.000  0.000  0.000  1.333  2.696  2.104  3.968  1.738  2.173  2.440  0.834 EWBWWWWW
0020  0.000  0.000  0.000  0.000  1.333  2.904  0.656 -1.383 -1.520 -1.909 -1.732 -1.765 BWBWWWWW
