In |                                    stage                                          |
dex|     1|     2|     3|     4|     5|     6|     7|     8|     9|    10|    11|    12|
---+------+------+------+------+------+------+------+------+------+------+------+------+
0000  0.000  0.000 -0.300  3.370  2.153  2.172  2.653  2.285  2.010  0.950 -1.285 -4.135 WWWWWWWW
0001  0.000  0.000  2.655  3.095  0.726  1.927  2.271  1.978  1.709  1.125 -0.783 -2.964 EWWWWWWW
0002  0.000  0.000  0.000  3.360  2.780  1.844  2.166  1.675  2.272  1.730  1.009 -1.892 BWWWWWWW
0003  0.000  0.000  0.750  3.131  2.613  3.319  3.013  3.239  2.980  1.215 -1.862 -3.598 WEWWWWWW
0004  0.000  0.730  2.597  0.913  1.809  1.531  2.458  2.550  2.346  0.840 -2.463 -2.868 EEWWWWWW
0005  0.000  0.000  0.750  1.868  1.209 -0.140  0.907  2.231  1.778  1.434 -0.444 -2.985 BEWWWWWW
0006  0.000  0.000  0.000  0.625  2.431  0.982  1.078  0.703  0.491 -0.354 -1.697 -3.849 WBWWWWWW
0007  0.000  0.000 -0.521  0.740  0.064  0.537  0.082  1.003 -0.133 -1.311 -3.327 -3.615 EBWWWWWW
0008  0.000  0.000  0.000 -1.591 -0.006  0.683 -0.440  0.089  0.717  0.817  0.417 -1.573 BBWWWWWW
0009  0.000  0.000  0.000  0.000  0.500  2.985  2.523  2.794  1.826  0.341 -3.570 -3.785 WWEWWWWW
0010  0.000  1.600  2.982  4.216  3.942  3.059  3.341  3.642  2.951  0.460 -2.945 -1.524 EWEWWWWW
0011  0.000  0.000  0.000  1.500  4.304  2.054  2.460  3.808  4.560  4.375  3.380  1.550 BWEWWWWW
0012  0.000  0.000  0.000 -0.750 -1.977  1.035  2.597  2.134  2.087 -0.363 -4.227 -2.629 WEEWWWWW
0013  0.000  1.896  2.386  1.474  2.144  2.300  2.543  2.028  1.810 -1.064 -3.301 -0.500 EEEWWWWW
0014  0.000  0.000  0.000  1.333  1.462  0.894  1.801  2.808  3.209  0.871 -3.005 -2.357 BEEWWWWW
0015  0.000  0.000  0.000  0.000 -0.667  3.257  3.676  0.687  0.802 -1.009 -4.388 -3.844 WBEWWWWW
0016  0.000  0.000 -0.932 -0.386  1.413  0.106  0.593  1.239 -0.411 -2.996 -4.376 -1.750 EBEWWWWW
0017  0.000  0.000  0.000  0.000  2.203  2.792  0.515  1.408  2.022  2.267  0.724 -0.514 BBEWWWWW
0018  0.000  0.000  0.000 -1.417  3.075  1.818  1.644  1.759  1.647  1.181  0.070 -2.911 WWBWWWWW
0019  0.000  0.000  2.389  1.290  1.930  1.592  0.980  0.950  1.355  0.795 -0.104 -1.325 EWBWWWWW
0020  0.000  0.000  0.000  3.964  3.455  2.476  1.528  1.113  2.086  1.957  1.911 -0.673 BWBWWWWW
0021  0.000  0.000  0.000  4.031  2.156  3.616  2.814  1.425  1.220 -0.553 -3.213 -3.833 WEBWWWWW
0022  0.000  0.889  2.808  1.614  1.262  1.343  1.107 -0.090 -1.211 -2.841 -4.369 -2.804 EEBWWWWW
0023  0.000  0.000  0.000  0.750  0.877  0.111 -0.028  0.982 -0.261 -3.171 -2.781 -3.480 BEBWWWWW
0024  0.000  0.000  0.000 -0.500  0.045  0.053 -0.188 -0.039  0.327 -0.112 -0.924 -2.770 WBBWWWWW
0025  0.000  0.000 -1.958  0.868  0.559 -0.042  0.272 -0.274 -0.338 -0.961 -1.782 -3.052 EBBWWWWW
0026  0.000  0.000  0.625  2.425  0.086  0.311  0.059  0.235  0.433  0.435  0.061 -0.910 BBBWWWWW
0027  0.000  0.000  0.000  1.000  1.667  1.512  3.649  3.524  3.060  2.805 -2.983 -3.106 WWWEWWWW
0028  0.000  0.000  1.500  2.901  2.486  3.489  3.995  2.427  3.008 -0.767 -1.000  0.000 EWWEWWWW
0029  0.000  0.000  0.000  0.000  0.000  2.000  3.180  2.417  4.006  3.804  0.500  0.000 BWWEWWWW
0030  0.000  0.000  0.000  0.000  0.000  1.167  2.500  3.617  1.567  0.500 -1.000  0.000 WEWEWWWW
0031  0.000  1.200  1.565  2.507  2.828  3.069  3.346  4.062  1.974 -0.800 -1.167  0.000 EEWEWWWW
0032  0.000  0.000  0.000  0.000  0.000  0.000  3.500  3.173  4.298 -0.600  0.000  0.000 BEWEWWWW
